PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
265, 560167286, 0.4980064, 0.49242604, -0.37194127, 0.6092339
266, 560183953, 0.49795586, 0.49252665, -0.37198266, 0.60916865
267, 560200620, 0.4979892, 0.49251777, -0.3717726, 0.60927683
268, 560217287, 0.49814898, 0.49238968, -0.37172627, 0.6092781
269, 560233954, 0.49810258, 0.4925398, -0.37171036, 0.6092043
270, 560250621, 0.49810883, 0.49261352, -0.3717069, 0.60914165
271, 560267288, 0.49820036, 0.49256015, -0.37173706, 0.60909164
272, 560283955, 0.498284, 0.49253955, -0.37179026, 0.6090073
273, 560300622, 0.49831983, 0.492587, -0.37185398, 0.6089007
274, 560317289, 0.4983621, 0.49263567, -0.37190652, 0.6087947
275, 560333956, 0.4984696, 0.49262086, -0.37200198, 0.60866034
276, 560350623, 0.49860996, 0.49256736, -0.37210846, 0.60852355
277, 560367290, 0.49868095, 0.4925888, -0.37213716, 0.6084303
278, 560383957, 0.4986167, 0.49276128, -0.3721272, 0.60834944
279, 560400624, 0.49860838, 0.49283078, -0.37216744, 0.6082754
280, 560417291, 0.49853095, 0.49296862, -0.37219003, 0.6082135
281, 560433958, 0.49846935, 0.49309304, -0.37222055, 0.6081443
282, 560450625, 0.4983535, 0.49320728, -0.37209612, 0.6082227
283, 560467292, 0.49817854, 0.49340093, -0.3721158, 0.608197
284, 560483959, 0.49820396, 0.4934066, -0.3718834, 0.60831374
285, 560500626, 0.49827275, 0.49330986, -0.37190455, 0.6083229
286, 560517293, 0.4980723, 0.49353918, -0.37200716, 0.6082381
287, 560533960, 0.49774164, 0.49389777, -0.37187687, 0.60829747
288, 560550627, 0.49794635, 0.49365273, -0.37167814, 0.60845035
289, 560567294, 0.49805436, 0.49358588, -0.3715742, 0.6084797
290, 560583961, 0.49781197, 0.4938089, -0.3715501, 0.60851175
291, 560600628, 0.49773815, 0.4937358, -0.3715632, 0.6086235
292, 560617295, 0.4977097, 0.4936616, -0.37158012, 0.6086965
293, 560633962, 0.49758103, 0.49374643, -0.37158522, 0.60872996
294, 560650629, 0.49750137, 0.49380946, -0.37155104, 0.60876465
295, 560667296, 0.49746066, 0.49380472, -0.37146625, 0.6088537
296, 560683963, 0.49736452, 0.49383417, -0.37119496, 0.6090737
297, 560700630, 0.49725908, 0.49386454, -0.37108788, 0.6092004
298, 560717297, 0.4970363, 0.4941052, -0.3710151, 0.6092313
299, 560733964, 0.49695402, 0.4941814, -0.3709011, 0.60930604
