PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
1, 555798146, 0.30902725, 0.6496849, -0.24704292, 0.6491391
2, 555814813, 0.30856198, 0.6496678, -0.24725029, 0.6492985
3, 555831480, 0.30842304, 0.6495573, -0.24712129, 0.6495243
4, 555848147, 0.3087198, 0.6490205, -0.2471627, 0.64990395
5, 555864814, 0.30878335, 0.6484436, -0.24706256, 0.65048736
6, 555881481, 0.3088023, 0.6480544, -0.24696378, 0.65090364
7, 555898148, 0.30867824, 0.64801854, -0.24677488, 0.65106976
8, 555914815, 0.30851516, 0.6482439, -0.24658911, 0.65099317
9, 555931482, 0.30848885, 0.64841956, -0.2464255, 0.6508928
10, 555948149, 0.3086824, 0.648359, -0.24642883, 0.6508599
11, 555964816, 0.30894205, 0.64828974, -0.2465371, 0.6507647
12, 555981483, 0.308957, 0.6483245, -0.24621908, 0.6508434
13, 555998150, 0.3086721, 0.648444, -0.24549583, 0.6511327
14, 556014817, 0.30853212, 0.64855045, -0.24492677, 0.6513074
15, 556031484, 0.30884558, 0.64851916, -0.24497522, 0.6511717
16, 556048151, 0.30919984, 0.64840835, -0.2450147, 0.6510991
17, 556064818, 0.30927968, 0.64837414, -0.24467519, 0.6512228
18, 556081485, 0.30909848, 0.64843565, -0.24391693, 0.65153205
19, 556098152, 0.30878162, 0.6484969, -0.24301459, 0.6519584
20, 556114819, 0.30860952, 0.64854777, -0.24230237, 0.65225416
21, 556131486, 0.30863586, 0.6486028, -0.24179949, 0.65237373
22, 556148153, 0.30851585, 0.648665, -0.24113832, 0.65261346
23, 556164820, 0.3082993, 0.64876497, -0.24051078, 0.6528478
24, 556181487, 0.3080612, 0.64895886, -0.23977591, 0.6530379
25, 556198154, 0.3075339, 0.64930046, -0.23869276, 0.6533435
26, 556214821, 0.30711573, 0.64959097, -0.23786008, 0.653555
27, 556231488, 0.3070062, 0.6497087, -0.23756672, 0.6535962
28, 556248155, 0.3067871, 0.64990413, -0.23722667, 0.6536283
29, 556264822, 0.30641496, 0.65011865, -0.2365745, 0.6538258
30, 556281489, 0.30618668, 0.65024835, -0.23620364, 0.65393794
31, 556298156, 0.30615127, 0.65028, -0.23621055, 0.65392053
32, 556314823, 0.30601713, 0.6503462, -0.23610099, 0.65395683
33, 556331490, 0.30599865, 0.6503981, -0.23609227, 0.65391725
34, 556348157, 0.30588666, 0.6505625, -0.23616809, 0.6537787
35, 556364824, 0.30592343, 0.6505254, -0.2365011, 0.6536779
36, 556381491, 0.306181, 0.65049314, -0.23710366, 0.653371
37, 556398158, 0.30628666, 0.65059453, -0.23737068, 0.65312356
38, 556414825, 0.3064021, 0.65062076, -0.23751238, 0.6529918
39, 556431492, 0.30669606, 0.65059364, -0.23797561, 0.6527123
40, 556448159, 0.3067787, 0.65070516, -0.23804565, 0.6525366
41, 556464826, 0.3069398, 0.6507688, -0.23828273, 0.6523107
42, 556481493, 0.30725327, 0.6507676, -0.23880054, 0.6519749
43, 556498160, 0.30750573, 0.6508079, -0.23910634, 0.6517035
44, 556514827, 0.30731645, 0.65101004, -0.23872374, 0.6517313
45, 556531494, 0.3072535, 0.65120333, -0.23870149, 0.651576
46, 556548161, 0.30745247, 0.65125966, -0.23904583, 0.65129936
47, 556564828, 0.30769107, 0.6512778, -0.23950428, 0.6510003
48, 556581495, 0.30789164, 0.6513059, -0.23979512, 0.65077
49, 556598162, 0.30787915, 0.6514009, -0.23981464, 0.65067375
50, 556614829, 0.30794635, 0.6514254, -0.24000709, 0.65054643
51, 556631496, 0.30790293, 0.65149486, -0.24013086, 0.6504517
52, 556648163, 0.30757228, 0.6516412, -0.23984669, 0.65056646
53, 556664830, 0.30742025, 0.6517391, -0.23966129, 0.6506084
54, 556681497, 0.30752406, 0.65176, -0.23985149, 0.6504684
55, 556698164, 0.3077227, 0.6517929, -0.2402645, 0.65018904
56, 556714831, 0.30789128, 0.65183514, -0.24058485, 0.64994824
57, 556731498, 0.308029, 0.6519009, -0.24089937, 0.6497006
58, 556748165, 0.30808973, 0.6519403, -0.2411735, 0.64953053
59, 556764832, 0.30820537, 0.6519435, -0.24148288, 0.6493575
60, 556781499, 0.3081633, 0.65199566, -0.24162993, 0.6492704
61, 556798166, 0.30812618, 0.6520278, -0.24174269, 0.64921385
62, 556814833, 0.3083542, 0.6520055, -0.24227464, 0.64892954
63, 556831500, 0.3086096, 0.65198416, -0.24285403, 0.6486132
64, 556848167, 0.30889922, 0.65192056, -0.24328099, 0.6483791
65, 556864834, 0.3089242, 0.65198666, -0.24349536, 0.6482202
66, 556881501, 0.3088408, 0.6520669, -0.24355946, 0.64815503
67, 556898168, 0.30879915, 0.6521695, -0.24371988, 0.64801145
68, 556914835, 0.30887854, 0.6522014, -0.24397014, 0.6478473
69, 556931502, 0.30881947, 0.65233773, -0.24406667, 0.6477019
70, 556948169, 0.30892685, 0.6524314, -0.24429719, 0.64746916
71, 556964836, 0.3089821, 0.6525433, -0.24449682, 0.6472545
72, 556981503, 0.30889747, 0.65264577, -0.24453065, 0.6471789
73, 556998170, 0.30896497, 0.65268826, -0.24475686, 0.6470185
74, 557014837, 0.30890027, 0.652807, -0.24479902, 0.6469135
75, 557031504, 0.30880287, 0.6528581, -0.2447513, 0.6469265
76, 557048171, 0.30893284, 0.65288824, -0.24508663, 0.6467071
77, 557064838, 0.30909982, 0.65286106, -0.24541238, 0.64653116
78, 557081505, 0.30915493, 0.6528971, -0.24565461, 0.64637643
79, 557098172, 0.3093131, 0.65289694, -0.2460251, 0.64616
80, 557114839, 0.30950204, 0.65288657, -0.24634592, 0.6459577
81, 557131506, 0.3096972, 0.6527769, -0.24657048, 0.6458892
82, 557148173, 0.31012133, 0.65260756, -0.24733362, 0.6455652
83, 557164840, 0.31076503, 0.6522705, -0.24843965, 0.64517134
84, 557181507, 0.31130376, 0.65202546, -0.24930263, 0.64482635
85, 557198174, 0.31167617, 0.65178823, -0.24974592, 0.64471483
86, 557214841, 0.31206074, 0.65148455, -0.25035018, 0.64460146
87, 557231508, 0.31280965, 0.6509633, -0.2512865, 0.6444005
88, 557248175, 0.313292, 0.6506344, -0.25186062, 0.64427435
89, 557264842, 0.31348744, 0.65040743, -0.25199673, 0.6443552
90, 557281509, 0.31402814, 0.6499596, -0.2525722, 0.64431846
91, 557298176, 0.3147362, 0.6494437, -0.25348732, 0.6441336
92, 557314843, 0.31495395, 0.64917743, -0.25377765, 0.6441815
93, 557331510, 0.31510967, 0.64897513, -0.2538546, 0.64427876
94, 557348177, 0.31542164, 0.64870054, -0.25409508, 0.64430785
95, 557364844, 0.31566337, 0.6485055, -0.2544169, 0.64425874
96, 557381511, 0.31574443, 0.6483677, -0.25457367, 0.6442958
97, 557398178, 0.31571174, 0.64832157, -0.25463197, 0.6443352
98, 557414845, 0.31564617, 0.6482751, -0.25469577, 0.644389
99, 557431512, 0.3155217, 0.6483592, -0.2547321, 0.64435095
100, 557448179, 0.31541592, 0.6484538, -0.2548484, 0.64426154
101, 557464846, 0.3155251, 0.6483194, -0.25531134, 0.64416003
102, 557481513, 0.3157087, 0.6480563, -0.25598958, 0.64406556
103, 557498180, 0.31562153, 0.6479107, -0.25618625, 0.64417654
104, 557514847, 0.31532502, 0.6478832, -0.25599912, 0.6444238
105, 557531514, 0.31537765, 0.64766496, -0.2562141, 0.6445319
106, 557548181, 0.31573552, 0.64726746, -0.25686, 0.64449894
107, 557564848, 0.31596228, 0.6469722, -0.25743636, 0.6444543
108, 557581515, 0.31606427, 0.64669776, -0.2577881, 0.64453924
109, 557598182, 0.31612667, 0.64641213, -0.25812316, 0.64466107
110, 557614849, 0.31611145, 0.64614725, -0.258321, 0.6448547
111, 557631516, 0.31608224, 0.64597034, -0.25846174, 0.64498997
112, 557648183, 0.31598726, 0.6458603, -0.25845248, 0.6451505
113, 557664850, 0.31592873, 0.64577305, -0.25848266, 0.64525425
114, 557681517, 0.31595105, 0.64569193, -0.25864702, 0.64525867
115, 557698184, 0.3159859, 0.6456035, -0.25879887, 0.6452692
116, 557714851, 0.31600013, 0.6455486, -0.2587794, 0.645325
117, 557731518, 0.31595278, 0.6455931, -0.25860992, 0.64537144
118, 557748185, 0.31582, 0.6457225, -0.25838104, 0.64539874
119, 557764852, 0.31568468, 0.6458513, -0.25815874, 0.64542496
120, 557781519, 0.31545302, 0.64604986, -0.25792152, 0.6454343
121, 557798186, 0.31522405, 0.64621073, -0.25758958, 0.6455176
122, 557814853, 0.31495288, 0.6464196, -0.2572625, 0.6455715
123, 557831520, 0.31469837, 0.6466093, -0.25686106, 0.6456655
124, 557848187, 0.3146805, 0.6467467, -0.25669342, 0.6456032
125, 557864854, 0.3146946, 0.6468274, -0.2565659, 0.6455661
126, 557881521, 0.31448916, 0.6470387, -0.25631395, 0.64555454
127, 557898188, 0.3141474, 0.64730394, -0.25594175, 0.6456028
128, 557914855, 0.31387067, 0.64749956, -0.2556676, 0.6456498
129, 557931522, 0.31360704, 0.6476735, -0.25542593, 0.645699
130, 557948189, 0.31334788, 0.6478707, -0.2552089, 0.64571285
131, 557964856, 0.3129746, 0.64806205, -0.25482926, 0.64585197
132, 557981523, 0.31257096, 0.64825845, -0.25453815, 0.64596516
133, 557998190, 0.31232187, 0.64832854, -0.2543505, 0.6460889
134, 558014857, 0.3121666, 0.64839184, -0.25435558, 0.64609855
135, 558031524, 0.3119617, 0.64847904, -0.25419828, 0.6461719
136, 558048191, 0.31159636, 0.6486636, -0.2538998, 0.64628035
137, 558064858, 0.31164736, 0.64856315, -0.2541111, 0.64627343
138, 558081525, 0.31172064, 0.64855474, -0.25447214, 0.64610445
139, 558098192, 0.31148833, 0.6487147, -0.25423953, 0.6461475
140, 558114859, 0.31142062, 0.6488191, -0.25411963, 0.6461225
141, 558131526, 0.31160495, 0.64878714, -0.25443515, 0.64594173
142, 558148193, 0.31163225, 0.64885473, -0.25460625, 0.645793
143, 558164860, 0.3115709, 0.64890355, -0.2546395, 0.6457604
144, 558181527, 0.31166208, 0.6488648, -0.25477695, 0.6457012
145, 558198194, 0.31179744, 0.64881814, -0.2549251, 0.6456243
146, 558214861, 0.31182474, 0.6488334, -0.25495443, 0.6455841
147, 558231528, 0.31191644, 0.6487991, -0.25509164, 0.6455201
148, 558248195, 0.31208012, 0.6487195, -0.2552621, 0.64545363
149, 558264862, 0.3121945, 0.6485975, -0.25536564, 0.64548
150, 558281529, 0.3121322, 0.6485629, -0.25526094, 0.64558625
151, 558298196, 0.31207538, 0.64846885, -0.2551334, 0.64575875
152, 558314863, 0.31212184, 0.64833885, -0.25521225, 0.6458355
153, 558331530, 0.31224087, 0.64820427, -0.25537565, 0.6458484
154, 558348197, 0.31221703, 0.6481549, -0.25535965, 0.64591575
155, 558364864, 0.31216818, 0.6480971, -0.25521475, 0.6460546
156, 558381531, 0.31212384, 0.6480344, -0.2550704, 0.646196
157, 558398198, 0.3121283, 0.647965, -0.2548844, 0.6463369
158, 558414865, 0.3121753, 0.64790773, -0.2548305, 0.6463927
159, 558431532, 0.31223518, 0.6477595, -0.25484124, 0.64650834
160, 558448199, 0.31226462, 0.6476201, -0.25491315, 0.6466054
161, 558464866, 0.31215066, 0.64753294, -0.25483996, 0.6467764
162, 558481533, 0.31210896, 0.64744544, -0.2548306, 0.6468878
163, 558498200, 0.31200576, 0.64741755, -0.2547331, 0.6470038
164, 558514867, 0.31195897, 0.6473395, -0.2547259, 0.64710736
165, 558531534, 0.3118802, 0.64726645, -0.2546576, 0.64724535
166, 558548201, 0.3117716, 0.6471819, -0.25448725, 0.6474492
167, 558564868, 0.31170288, 0.6470861, -0.25439885, 0.6476127
168, 558581535, 0.3115103, 0.6471219, -0.25423437, 0.64773417
169, 558598202, 0.31136802, 0.647112, -0.25399098, 0.64790803
170, 558614869, 0.3112479, 0.64712477, -0.25387827, 0.64799714
171, 558631536, 0.3111143, 0.64710945, -0.25375387, 0.6481253
172, 558648203, 0.3110244, 0.6471055, -0.2537464, 0.6481752
173, 558664870, 0.3109231, 0.64709735, -0.25372422, 0.64824057
174, 558681537, 0.31080207, 0.64709336, -0.25369352, 0.6483146
175, 558698204, 0.3107201, 0.64706826, -0.25363553, 0.6484017
176, 558714871, 0.31070995, 0.6470229, -0.2536179, 0.6484587
177, 558731538, 0.31067002, 0.64704806, -0.25364542, 0.648442
178, 558748205, 0.3106515, 0.6470739, -0.2537225, 0.6483948
179, 558764872, 0.31059653, 0.6470814, -0.2537951, 0.6483853
180, 558781539, 0.31054765, 0.6471152, -0.2538179, 0.64836603
181, 558798206, 0.31030884, 0.6472132, -0.25366712, 0.64844155
182, 558814873, 0.3099771, 0.6473067, -0.25348035, 0.64858
183, 558831540, 0.30995935, 0.6472716, -0.25364986, 0.6485573
184, 558848207, 0.30992723, 0.64722, -0.25373274, 0.64859164
185, 558864874, 0.30982992, 0.64722586, -0.2537108, 0.6486409
186, 558881541, 0.30991527, 0.6471369, -0.2537823, 0.64866084
187, 558898208, 0.3098874, 0.6471072, -0.25383285, 0.64868397
188, 558914875, 0.31005958, 0.6469232, -0.2541939, 0.64864427
189, 558931542, 0.31025448, 0.6468261, -0.2547376, 0.64843416
190, 558948209, 0.3100558, 0.6469562, -0.25461802, 0.6484465
191, 558964876, 0.30989307, 0.6470444, -0.2544112, 0.6485175
192, 558981543, 0.3100746, 0.646936, -0.25459507, 0.6484665
193, 558998210, 0.3101201, 0.64691204, -0.25469303, 0.6484302
194, 559014877, 0.30998182, 0.64698803, -0.25450096, 0.64849603
195, 559031544, 0.30992702, 0.6470267, -0.2543879, 0.6485281
196, 559048211, 0.30999592, 0.6470158, -0.25437886, 0.64850944
197, 559064878, 0.3100035, 0.6470369, -0.25432757, 0.6485049
198, 559081545, 0.31008297, 0.6470825, -0.25447717, 0.6483628
199, 559098212, 0.3101271, 0.6471213, -0.2545001, 0.6482938
200, 559114879, 0.31019217, 0.6471535, -0.25454083, 0.6482146
201, 559131546, 0.31012395, 0.64719415, -0.25440365, 0.64826053
202, 559148213, 0.31005237, 0.6472682, -0.25436857, 0.6482346
203, 559164880, 0.31011435, 0.6472177, -0.2544945, 0.6482059
204, 559181547, 0.31010777, 0.64726514, -0.2545403, 0.64814365
205, 559198214, 0.3099567, 0.6473329, -0.2544651, 0.64817774
206, 559214881, 0.3098971, 0.64743364, -0.2544921, 0.6480952
207, 559231548, 0.3097523, 0.6475346, -0.2544336, 0.6480865
208, 559248215, 0.30961743, 0.6476247, -0.25434294, 0.64809656
209, 559264882, 0.30967855, 0.6476158, -0.25451636, 0.6480081
210, 559281549, 0.30967525, 0.6476212, -0.25468925, 0.64793634
211, 559298216, 0.30952877, 0.6476851, -0.2546622, 0.64795315
212, 559314883, 0.3093576, 0.6476858, -0.2546102, 0.6480545
213, 559331550, 0.30921727, 0.6476916, -0.25465822, 0.6480968
214, 559348217, 0.30914113, 0.64768475, -0.25478363, 0.6480907
215, 559364884, 0.30907625, 0.6476908, -0.25482976, 0.64809746
216, 559381551, 0.30897644, 0.64776254, -0.2548469, 0.6480667
217, 559398218, 0.30887213, 0.6477898, -0.25485152, 0.6480873
218, 559414885, 0.3087036, 0.6478567, -0.2549025, 0.6480807
219, 559431552, 0.30848005, 0.64793336, -0.2548648, 0.6481254
220, 559448219, 0.30822122, 0.64807576, -0.25476542, 0.64814526
221, 559464886, 0.30808213, 0.6481711, -0.25471494, 0.64813584
222, 559481553, 0.307951, 0.64823586, -0.25478598, 0.64810556
223, 559498220, 0.30781162, 0.6483205, -0.254789, 0.6480858
224, 559514887, 0.3075573, 0.6484519, -0.25462648, 0.6481389
225, 559531554, 0.30734867, 0.64856696, -0.25447965, 0.6481805
226, 559548221, 0.30712458, 0.64867634, -0.2543763, 0.64821786
227, 559564888, 0.30693662, 0.6487916, -0.25430462, 0.6482196
228, 559581555, 0.3068005, 0.64891773, -0.25431457, 0.6481539
229, 559598222, 0.3065983, 0.6491095, -0.2542663, 0.64807636
230, 559614889, 0.30636057, 0.64928746, -0.25417292, 0.6480473
231, 559631556, 0.3060958, 0.64949024, -0.25401258, 0.64803207
232, 559648223, 0.30574298, 0.6497265, -0.25375095, 0.64806426
233, 559664890, 0.30556238, 0.6498501, -0.25359243, 0.6480875
234, 559681557, 0.3054702, 0.64992404, -0.25357857, 0.6480622
235, 559698224, 0.30541638, 0.64997905, -0.25360814, 0.6480209
