1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,good_or_bad
-70.33863830566406,-81.68705749511719,-135.63308715820312,-70.95806121826172,171.61827087402344,-73.92529296875,-121.82747650146484,-80.9720458984375,8.136563301086426,-79.24581909179688,0
-70.28562927246094,-81.69007110595703,-135.60211181640625,-70.9437026977539,171.5828399658203,-73.92162322998047,-121.9749526977539,-80.98308563232422,8.119458198547363,-79.26591491699219,0
-69.91629028320312,-81.68693542480469,-135.51388549804688,-70.88636779785156,171.61325073242188,-74.04582214355469,-122.3658218383789,-81.04235076904297,8.08602523803711,-79.30472564697266,0
-69.89894104003906,-81.69763946533203,-135.51268005371094,-70.88258361816406,171.6168670654297,-74.05856323242188,-122.40682983398438,-81.04084014892578,8.059709548950195,-79.2923355102539,0
-69.87882995605469,-81.69376373291016,-135.50277709960938,-70.87942504882812,171.5908966064453,-74.07133483886719,-122.40662384033203,-81.04338836669922,8.046674728393555,-79.283447265625,0
-69.83052825927734,-81.68431091308594,-135.4779815673828,-70.8824234008789,171.60165405273438,-74.0827865600586,-122.48297119140625,-81.04871368408203,8.058058738708496,-79.26960754394531,0
-69.21405029296875,-81.6219711303711,-135.37770080566406,-70.83148956298828,171.60546875,-74.20084381103516,-123.04454803466797,-81.08154296875,8.108150482177734,-79.35025787353516,0
-69.02549743652344,-81.58324432373047,-135.2662811279297,-70.83042907714844,171.5832061767578,-74.25567626953125,-123.16134643554688,-81.08486938476562,7.9483323097229,-79.33078002929688,0
-68.83501434326172,-81.49402618408203,-135.16822814941406,-70.87415313720703,171.741455078125,-74.29727935791016,-123.03182983398438,-81.07755279541016,7.743535041809082,-79.32113647460938,0
-68.84346771240234,-81.47529602050781,-135.1133270263672,-70.8974838256836,171.7991943359375,-74.30261993408203,-123.00334930419922,-81.0732192993164,7.672688007354736,-79.324951171875,0
-68.86572265625,-81.45989990234375,-135.0697479248047,-70.91909790039062,171.8421173095703,-74.30257415771484,-122.94715118408203,-81.0549087524414,7.655941009521484,-79.32855224609375,0
-68.87933349609375,-81.4581527709961,-135.05606079101562,-70.92705535888672,171.85565185546875,-74.29888916015625,-122.8494644165039,-81.0416488647461,7.635039806365967,-79.33860778808594,0
-69.06623840332031,-81.43980407714844,-134.9755859375,-70.9537353515625,171.8676300048828,-74.26869201660156,-122.57658386230469,-80.98661804199219,7.549272537231445,-79.32170867919922,0
-69.02925872802734,-81.43296813964844,-134.94622802734375,-70.95896911621094,171.8872833251953,-74.2642822265625,-122.5528564453125,-80.98193359375,7.530956268310547,-79.3243637084961,0
-68.9913558959961,-81.43436431884766,-134.92822265625,-70.9634017944336,171.90103149414062,-74.26443481445312,-122.56431579589844,-80.9757080078125,7.5326714515686035,-79.31531524658203,0
-69.015869140625,-81.43145751953125,-134.8834991455078,-70.97242736816406,171.89625549316406,-74.27880859375,-122.70661926269531,-80.96273803710938,7.4548115730285645,-79.31485748291016,0
-68.91757202148438,-81.43590545654297,-134.8785400390625,-70.97303771972656,171.87388610839844,-74.28130340576172,-122.71896362304688,-80.95832061767578,7.397132396697998,-79.32611846923828,0
-68.8472671508789,-81.44092559814453,-134.84890747070312,-70.98002624511719,171.86050415039062,-74.28681945800781,-122.77496337890625,-80.95313262939453,7.3526105880737305,-79.3268051147461,0
-68.8676528930664,-81.44058227539062,-134.84005737304688,-70.97921752929688,171.85079956054688,-74.28709411621094,-122.79911041259766,-80.95030975341797,7.334287166595459,-79.32182312011719,0
-68.75894165039062,-81.43025970458984,-134.79925537109375,-70.9556655883789,171.82948303222656,-74.30654907226562,-122.94686126708984,-80.94239044189453,7.348012447357178,-79.31488800048828,0
-68.74990844726562,-81.42969512939453,-134.78738403320312,-70.95301055908203,171.82925415039062,-74.313232421875,-123.02889251708984,-80.94470977783203,7.354642868041992,-79.31253051757812,0
-68.73722839355469,-81.42769622802734,-134.7755889892578,-70.94902038574219,171.81883239746094,-74.3167724609375,-123.0762710571289,-80.94747924804688,7.3501152992248535,-79.31669616699219,0
-68.70211791992188,-81.42648315429688,-134.76455688476562,-70.94738006591797,171.78341674804688,-74.3231201171875,-123.13961029052734,-80.95098114013672,7.334561824798584,-79.32745361328125,0
-68.68115234375,-81.43141174316406,-134.74996948242188,-70.9363021850586,171.76316833496094,-74.31713104248047,-123.17298126220703,-80.95587158203125,7.320364475250244,-79.33390045166016,0
-68.63436889648438,-81.43549346923828,-134.7176513671875,-70.92223358154297,171.74281311035156,-74.32343292236328,-123.30260467529297,-80.96961212158203,7.32857608795166,-79.3348617553711,0
-68.6223373413086,-81.44125366210938,-134.66859436035156,-70.92146301269531,171.70213317871094,-74.33815002441406,-123.40979766845703,-80.99063110351562,7.2803215980529785,-79.35323333740234,0
-68.59733581542969,-81.4456558227539,-134.66050720214844,-70.91707611083984,171.6842041015625,-74.34242248535156,-123.45465850830078,-80.9923095703125,7.27266788482666,-79.35679626464844,0
-68.78350830078125,-81.45967102050781,-134.65611267089844,-70.91769409179688,171.65963745117188,-74.3328628540039,-123.39885711669922,-80.98748779296875,7.326026916503906,-79.35536193847656,0
-68.98530578613281,-81.47345733642578,-134.67013549804688,-70.91925048828125,171.69895935058594,-74.31852722167969,-123.44136810302734,-80.98831176757812,7.405405521392822,-79.34024047851562,0
-69.23458862304688,-81.47757720947266,-134.73574829101562,-70.90354919433594,171.77561950683594,-74.28850555419922,-123.3945541381836,-80.98779296875,7.475031852722168,-79.3438491821289,0
-69.31841278076172,-81.47843170166016,-134.74464416503906,-70.89786529541016,171.77874755859375,-74.27922058105469,-123.38268280029297,-80.99539947509766,7.457546234130859,-79.34225463867188,0
-69.40117645263672,-81.4716567993164,-134.76075744628906,-70.88764190673828,171.7884063720703,-74.26884460449219,-123.37540435791016,-81.00083923339844,7.458739280700684,-79.33153533935547,0
-69.44962310791016,-81.46912384033203,-134.7940673828125,-70.8741683959961,171.80841064453125,-74.26991271972656,-123.37293243408203,-81.00579833984375,7.4764299392700195,-79.33045196533203,0
-69.47252655029297,-81.46751403808594,-134.8263397216797,-70.8707275390625,171.8426513671875,-74.26639556884766,-123.3666763305664,-81.00202178955078,7.495966911315918,-79.31437683105469,0
-69.60887908935547,-81.47041320800781,-134.88023376464844,-70.88449096679688,171.887451171875,-74.23361206054688,-123.23347473144531,-80.98914337158203,7.508793354034424,-79.30176544189453,0
-69.78482055664062,-81.4588623046875,-134.9492950439453,-70.9050521850586,172.00694274902344,-74.16858673095703,-123.06525421142578,-80.98118591308594,7.571708679199219,-79.26067352294922,0
-70.21768188476562,-81.51034545898438,-135.0861053466797,-71.01058959960938,172.3172607421875,-74.02379608154297,-122.2801513671875,-80.94635772705078,7.5391058921813965,-79.17382049560547,0
-70.44035339355469,-81.52066802978516,-135.11497497558594,-71.03619384765625,172.35513305664062,-73.99161529541016,-122.09371948242188,-80.9498062133789,7.585566520690918,-79.15882873535156,0
-70.47236633300781,-81.52896118164062,-135.14785766601562,-71.04503631591797,172.4005889892578,-73.98612213134766,-121.97206115722656,-80.9523696899414,7.613802433013916,-79.1551284790039,0
-70.49929809570312,-81.5305404663086,-135.16726684570312,-71.05268096923828,172.39735412597656,-73.98635864257812,-121.92072296142578,-80.94839477539062,7.606138706207275,-79.1470718383789,0
-70.58100128173828,-81.53624725341797,-135.18112182617188,-71.06565856933594,172.4005889892578,-73.97923278808594,-121.87702178955078,-80.94414520263672,7.615239143371582,-79.14081573486328,0
-70.82991790771484,-81.58744049072266,-135.327392578125,-71.13990783691406,172.46429443359375,-73.96237182617188,-121.32026672363281,-80.9111557006836,7.713523864746094,-79.06920623779297,0
-70.85586547851562,-81.59269714355469,-135.34103393554688,-71.15062713623047,172.45999145507812,-73.96990966796875,-121.24063873291016,-80.90538787841797,7.6909074783325195,-79.06405639648438,0
-71.01875305175781,-81.60987854003906,-135.61538696289062,-71.21775817871094,172.2903289794922,-74.01233673095703,-120.37545013427734,-80.7818374633789,7.919403076171875,-78.94719696044922,0
-70.64095306396484,-81.61299896240234,-135.72996520996094,-71.23951721191406,172.24598693847656,-74.04466247558594,-120.08283996582031,-80.74491882324219,7.90817928314209,-78.91548156738281,0
-70.61709594726562,-81.59445190429688,-135.84214782714844,-71.2747573852539,172.26458740234375,-74.06832122802734,-119.77478790283203,-80.73668670654297,7.938401222229004,-78.87006378173828,0
-70.37517547607422,-81.5360107421875,-135.99220275878906,-71.32184600830078,172.31773376464844,-74.10242462158203,-119.16426086425781,-80.71782684326172,7.990636825561523,-78.83625793457031,0
-70.29557037353516,-81.53234100341797,-136.0076904296875,-71.32566833496094,172.31814575195312,-74.11026000976562,-119.09221649169922,-80.72102355957031,8.028204917907715,-78.82868957519531,0
-70.25028991699219,-81.52942657470703,-136.02200317382812,-71.32779693603516,172.3163299560547,-74.11810302734375,-119.0346908569336,-80.72394561767578,8.030686378479004,-78.82826232910156,0
-70.17061614990234,-81.51691436767578,-136.0333251953125,-71.33668518066406,172.3103485107422,-74.14198303222656,-118.95218658447266,-80.72994232177734,8.043375968933105,-78.83281707763672,0
-70.12738037109375,-81.50056457519531,-136.04312133789062,-71.3426513671875,172.30560302734375,-74.1561279296875,-118.8943862915039,-80.74369049072266,8.007119178771973,-78.83666229248047,0
-70.09248352050781,-81.49459838867188,-136.06353759765625,-71.34140014648438,172.3083038330078,-74.1613540649414,-118.86072540283203,-80.74441528320312,8.002260208129883,-78.83768463134766,0
-69.99468994140625,-81.47573852539062,-136.07028198242188,-71.35237884521484,172.3166046142578,-74.17501831054688,-118.61429595947266,-80.77091217041016,8.03764820098877,-78.83009338378906,0
-70.09925079345703,-81.48152160644531,-136.10545349121094,-71.34217834472656,172.27609252929688,-74.15937042236328,-118.61293029785156,-80.79093933105469,8.018819808959961,-78.86198425292969,0
-70.1277847290039,-81.50271606445312,-136.1212158203125,-71.33111572265625,172.25125122070312,-74.14247131347656,-118.63819122314453,-80.80012512207031,8.07986068725586,-78.86445617675781,0
-70.28929901123047,-81.51131439208984,-136.11129760742188,-71.32899475097656,172.22567749023438,-74.14966583251953,-118.66722869873047,-80.79956817626953,8.082914352416992,-78.87459564208984,0
-70.19544982910156,-81.53197479248047,-136.15260314941406,-71.30595397949219,172.23837280273438,-74.16272735595703,-118.69403076171875,-80.81340026855469,8.120073318481445,-78.8770523071289,0
-70.1965560913086,-81.53912353515625,-136.1534881591797,-71.3033447265625,172.2469940185547,-74.16471099853516,-118.70079040527344,-80.8174819946289,8.131176948547363,-78.87277221679688,0
-70.30393981933594,-81.54374694824219,-136.1639404296875,-71.30436706542969,172.27899169921875,-74.1623306274414,-118.74317169189453,-80.82504272460938,8.141480445861816,-78.86820983886719,0
-70.31249237060547,-81.54102325439453,-136.1481475830078,-71.29698944091797,172.33480834960938,-74.17369842529297,-118.83407592773438,-80.83650207519531,8.14639663696289,-78.89112091064453,0
-70.34263610839844,-81.54153442382812,-136.150390625,-71.29291534423828,172.3473358154297,-74.17682647705078,-118.8685302734375,-80.83834838867188,8.150233268737793,-78.89567565917969,0
-70.36966705322266,-81.54369354248047,-136.1490936279297,-71.28986358642578,172.33961486816406,-74.17720031738281,-118.91587829589844,-80.8413314819336,8.175741195678711,-78.89985656738281,0
-70.35773468017578,-81.54794311523438,-136.13604736328125,-71.28288269042969,172.34080505371094,-74.17716979980469,-118.95330810546875,-80.84646606445312,8.210323333740234,-78.90721130371094,0
-70.3824462890625,-81.55431365966797,-136.1226806640625,-71.27500915527344,172.34024047851562,-74.1771240234375,-119.00897216796875,-80.85640716552734,8.226553916931152,-78.92555236816406,0
-70.4000244140625,-81.55315399169922,-136.0956573486328,-71.25684356689453,172.3553009033203,-74.18622589111328,-119.14937591552734,-80.86962890625,8.18730640411377,-78.94798278808594,0
-70.36497497558594,-81.55887603759766,-136.0611114501953,-71.23941040039062,172.34872436523438,-74.19249725341797,-119.32750701904297,-80.88514709472656,8.168838500976562,-78.95732116699219,0
-70.38330841064453,-81.56246185302734,-136.0500946044922,-71.23277282714844,172.34783935546875,-74.19161224365234,-119.39520263671875,-80.89083862304688,8.1488618850708,-78.9604263305664,0
-70.36898040771484,-81.56231689453125,-136.02362060546875,-71.21346282958984,172.31800842285156,-74.19032287597656,-119.56999206542969,-80.90733337402344,8.078446388244629,-78.97844696044922,0
-70.3763198852539,-81.56094360351562,-136.01121520996094,-71.20602416992188,172.3020477294922,-74.19373321533203,-119.66252136230469,-80.9110107421875,8.070100784301758,-78.99362182617188,0
-70.36368560791016,-81.5601806640625,-136.00694274902344,-71.20148468017578,172.30712890625,-74.19174194335938,-119.70063781738281,-80.91117858886719,8.058039665222168,-78.99522399902344,0
-70.34440612792969,-81.56063842773438,-135.9899139404297,-71.20159912109375,172.30247497558594,-74.18862915039062,-119.70756530761719,-80.9097900390625,8.06435775756836,-78.99835205078125,0
-70.3121566772461,-81.5671615600586,-135.9536895751953,-71.19823455810547,172.31353759765625,-74.16957092285156,-119.83259582519531,-80.92132568359375,8.02695083618164,-79.01007843017578,0
-70.23926544189453,-81.56709289550781,-135.9453582763672,-71.19769287109375,172.29811096191406,-74.15167999267578,-119.97840881347656,-80.9363784790039,7.9861860275268555,-79.03263854980469,0
-69.94258880615234,-81.56937408447266,-135.86459350585938,-71.21137237548828,172.17141723632812,-74.15475463867188,-119.9064712524414,-80.9331283569336,8.040931701660156,-79.02922058105469,0
-69.93904113769531,-81.56977081298828,-135.8602752685547,-71.21590423583984,172.15524291992188,-74.15188598632812,-119.8622817993164,-80.9341049194336,8.028096199035645,-79.04064178466797,0
-69.94735717773438,-81.57218933105469,-135.8555145263672,-71.22169494628906,172.1397705078125,-74.16139221191406,-119.85356903076172,-80.93161010742188,8.004316329956055,-79.04224395751953,0
-69.86748504638672,-81.57797241210938,-135.86053466796875,-71.23045349121094,172.150146484375,-74.16160583496094,-119.8585205078125,-80.9296646118164,7.96811056137085,-79.03802490234375,0
