1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,good_or_bad
-32.384647369384766,-78.1893310546875,152.4031219482422,-90.70366668701172,4.1043701171875,31.74610137939453,-41.19694519042969,-82.00676727294922,-138.0841522216797,96.39797973632812,1.6499441862106323,-20.267986297607422,69.89559173583984,-75.66898345947266,88.16645812988281,1
-32.502418518066406,-78.32777404785156,152.52549743652344,-91.07781982421875,4.1956682205200195,31.69170570373535,-41.120628356933594,-82.19933319091797,-138.0357208251953,96.26052856445312,1.6103402376174927,-20.257741928100586,70.55730438232422,-75.6110610961914,87.5301284790039,1
-32.4534797668457,-79.35839080810547,152.4748077392578,-91.52615356445312,4.376686096191406,30.677688598632812,-40.540531158447266,-83.63699340820312,-137.75123596191406,95.60114288330078,1.2775057554244995,-20.308582305908203,75.25655364990234,-75.42335510253906,83.08992004394531,1
-30.80546760559082,-78.94794464111328,152.27919006347656,-89.57007598876953,4.314661026000977,33.33367156982422,-38.412193298339844,-83.40189361572266,-138.22564697265625,94.42213439941406,2.002814769744873,-19.258825302124023,74.08769989013672,-75.73811340332031,85.5296630859375,1
-30.287431716918945,-78.93050384521484,152.14405822753906,-92.39556884765625,5.0592265129089355,33.33686828613281,-37.64247131347656,-83.35618591308594,-138.90553283691406,95.58159637451172,2.556001663208008,-18.77326774597168,73.66735076904297,-75.59725952148438,86.16670989990234,1
-29.95647621154785,-78.57626342773438,152.76626586914062,-92.75953674316406,4.930778503417969,32.80743408203125,-38.534095764160156,-82.89913940429688,-137.61224365234375,94.88717651367188,2.3396828174591064,-18.047611236572266,72.27702331542969,-75.49822998046875,88.32169342041016,1
-30.530014038085938,-78.23564147949219,154.5379638671875,-89.55908203125,4.552443027496338,35.80083465576172,-41.189247131347656,-82.23310089111328,-134.30718994140625,91.29249572753906,2.1446568965911865,-17.484039306640625,72.55884552001953,-75.84515380859375,89.09720611572266,1
-30.72748374938965,-78.27830505371094,154.81399536132812,-89.49658966064453,4.407276153564453,36.07086181640625,-41.56761169433594,-82.247314453125,-133.7910919189453,91.0389633178711,1.6568318605422974,-17.22545623779297,72.6156997680664,-75.89788055419922,89.1196060180664,1
-30.84432601928711,-78.33119201660156,155.05862426757812,-89.56315612792969,4.593985080718994,35.95673370361328,-41.65000915527344,-82.29195404052734,-133.5137481689453,91.17578887939453,1.1683002710342407,-16.94722557067871,72.53461456298828,-75.93330383300781,89.31790161132812,1
-31.055395126342773,-78.39474487304688,155.4074249267578,-89.5785140991211,4.758358955383301,36.077083587646484,-41.75354766845703,-82.3278579711914,-133.2452850341797,92.17591857910156,0.9416053295135498,-16.89832305908203,72.48909759521484,-75.96617889404297,89.45734405517578,1
-32.32487869262695,-78.3270034790039,160.05628967285156,-92.59286499023438,4.348325252532959,39.96802520751953,-44.52335739135742,-81.94182586669922,-127.51798248291016,93.72969055175781,2.098679542541504,-14.151528358459473,72.27762603759766,-76.12808227539062,92.87104797363281,1
-34.21005630493164,-78.95127868652344,165.0105743408203,-92.82962036132812,5.133211135864258,41.728397369384766,-45.53935623168945,-82.48638916015625,-123.23857879638672,92.58349609375,2.1273651123046875,-11.012906074523926,73.50239562988281,-76.8881607055664,94.57969665527344,1
-39.04323196411133,-79.82823181152344,171.16847229003906,-91.51338195800781,4.733180522918701,43.76972579956055,-49.29362106323242,-83.52849578857422,-117.27935028076172,91.74372863769531,2.100579261779785,-9.164698600769043,76.16081237792969,-77.290771484375,93.99629974365234,1
-40.76838684082031,-80.1469497680664,174.14468383789062,-91.2662353515625,4.379733562469482,45.98021697998047,-51.55167770385742,-83.72858428955078,-114.11836242675781,92.98348236083984,2.653569459915161,-8.633376121520996,77.04752349853516,-77.61988067626953,94.47582244873047,1
-41.71080017089844,-80.83365631103516,176.7183380126953,-90.34310150146484,4.80800199508667,46.94686508178711,-52.79743576049805,-84.49515533447266,-111.05663299560547,93.61680603027344,2.3426449298858643,-6.339441776275635,79.20709991455078,-77.78319549560547,93.66276550292969,1
-41.73932647705078,-81.14834594726562,177.36544799804688,-90.75776672363281,5.011593818664551,47.788970947265625,-54.69479751586914,-84.89531707763672,-108.50260925292969,92.48764038085938,2.3695247173309326,-5.428391933441162,79.03797149658203,-77.62428283691406,94.6847915649414,1
-41.588504791259766,-80.98977661132812,177.7971954345703,-91.03726196289062,4.497304916381836,49.26042938232422,-54.822486877441406,-84.7145004272461,-108.01653289794922,92.00491333007812,2.404186487197876,-5.123560428619385,79.095703125,-77.56712341308594,95.18594360351562,1
-41.307369232177734,-80.64861297607422,178.85580444335938,-89.46168518066406,4.641073226928711,50.6523551940918,-55.82329559326172,-84.45635223388672,-105.7928237915039,90.59554290771484,2.095573663711548,-3.8065528869628906,79.36612701416016,-77.61405944824219,96.48808288574219,1
-41.15271759033203,-80.61272430419922,179.05972290039062,-90.55570220947266,5.12872314453125,50.69366455078125,-55.388404846191406,-84.38629913330078,-105.98148345947266,91.05644989013672,1.6428968906402588,-3.1760189533233643,79.12661743164062,-77.54833984375,97.01897430419922,1
-38.68552780151367,-79.49280548095703,179.1454315185547,-91.7027359008789,4.581043243408203,54.740684509277344,-50.82193374633789,-83.81893157958984,-107.81640625,90.86743927001953,2.0424046516418457,-0.4906834065914154,76.39244079589844,-77.47924041748047,102.36680603027344,1
-38.73469161987305,-78.61943054199219,-179.17306518554688,-90.48571014404297,5.038724422454834,55.48808288574219,-52.79582595825195,-82.35907745361328,-104.46293640136719,92.30384826660156,2.873609781265259,0.9870555400848389,74.37787628173828,-77.6595687866211,105.94847869873047,1
-37.634098052978516,-78.27397918701172,-176.7253875732422,-92.22493743896484,5.546123504638672,58.319149017333984,-52.500267028808594,-81.80477905273438,-101.36613464355469,91.73967742919922,2.073551654815674,4.137698650360107,74.57839965820312,-77.40704345703125,109.08678436279297,1
-37.84614562988281,-78.24525451660156,-175.8995819091797,-88.6919937133789,4.636474609375,59.68292999267578,-53.105464935302734,-82.0193099975586,-100.04896545410156,90.61649322509766,1.962586760520935,5.320863246917725,74.73552703857422,-77.68302917480469,109.5387954711914,1
-37.47837448120117,-78.37651062011719,-173.12265014648438,-91.3030776977539,5.386239528656006,61.87120819091797,-55.88154602050781,-82.12989807128906,-95.4678955078125,92.04315185546875,2.2149429321289062,7.876341819763184,74.86619567871094,-77.60343170166016,111.63957977294922,1
-37.25660705566406,-78.28479766845703,-171.33819580078125,-90.90921020507812,5.551888465881348,64.02735137939453,-54.843727111816406,-82.318115234375,-94.47161102294922,93.32941436767578,2.8036675453186035,9.483638763427734,75.34809112548828,-77.66608428955078,112.88249206542969,1
-36.38941955566406,-78.2301025390625,-170.20321655273438,-88.0281753540039,5.166098594665527,66.44530487060547,-55.917694091796875,-82.5084228515625,-92.0000228881836,91.13319396972656,2.008296012878418,11.0322265625,75.7100830078125,-77.8022232055664,114.3539810180664,1
-38.76353454589844,-78.06179809570312,-164.76971435546875,-87.86153411865234,5.571171283721924,68.6948471069336,-60.80562973022461,-82.4398193359375,-84.66356658935547,92.93329620361328,2.8467140197753906,13.982176780700684,77.42189025878906,-77.99932098388672,115.50194549560547,1
-39.00868606567383,-78.01644897460938,-164.12376403808594,-88.64397430419922,5.821129322052002,69.00631713867188,-60.971195220947266,-82.49653625488281,-84.03431701660156,91.3213882446289,2.2225377559661865,14.652782440185547,77.55333709716797,-77.93687438964844,115.71952819824219,1
-39.25914764404297,-78.13877868652344,-155.81430053710938,-89.86103820800781,5.209312915802002,78.3492431640625,-67.42192840576172,-82.52210235595703,-69.53301239013672,93.44084930419922,3.269840717315674,22.397363662719727,77.74044799804688,-78.4057388305664,124.26725769042969,1
-39.32371520996094,-78.00712585449219,-155.499755859375,-90.53175354003906,5.144840717315674,78.9087905883789,-66.96412658691406,-82.47193908691406,-69.68997955322266,92.43553161621094,3.1994872093200684,23.12324333190918,78.20555877685547,-78.36558532714844,124.11957550048828,1
-39.3341178894043,-78.02411651611328,-154.28656005859375,-89.81167602539062,5.0960612297058105,80.28157806396484,-65.5693130493164,-82.51685333251953,-69.94063568115234,91.96735382080078,2.407532215118408,24.661855697631836,78.96061706542969,-78.36589050292969,124.33512878417969,1
-38.476741790771484,-78.10759735107422,-152.3792724609375,-87.74980163574219,4.930800914764404,82.90673828125,-67.18086242675781,-82.45415496826172,-66.3187026977539,91.08232879638672,2.920152425765991,26.309207916259766,78.74871826171875,-78.59298706054688,126.88919067382812,1
-39.09219741821289,-77.6993179321289,-150.98646545410156,-90.52153015136719,5.71956729888916,84.0401382446289,-66.60980987548828,-82.09547424316406,-66.15072631835938,90.90764617919922,2.722334861755371,27.26813316345215,78.78125,-78.39350891113281,127.77635192871094,1
-39.403472900390625,-77.38611602783203,-149.66165161132812,-87.16954040527344,5.27459192276001,84.15384674072266,-66.20201110839844,-82.0197982788086,-65.26805877685547,90.58781433105469,2.553765058517456,28.967761993408203,79.12950897216797,-78.6649398803711,128.1927490234375,1
-39.185813903808594,-77.39688110351562,-149.26419067382812,-87.79197692871094,5.3149495124816895,84.50326538085938,-66.67886352539062,-81.96806335449219,-64.29505157470703,91.18566131591797,3.3947501182556152,29.601411819458008,79.03182983398438,-78.77259826660156,128.78663635253906,1
-38.237640380859375,-77.28549194335938,-149.1922149658203,-89.30084228515625,5.866139888763428,85.18019104003906,-68.2673110961914,-81.8735122680664,-62.42426300048828,87.93250274658203,2.539029121398926,29.920961380004883,78.3794174194336,-78.6767807006836,130.17941284179688,1
-37.88685607910156,-76.97701263427734,-148.748291015625,-87.97476959228516,5.054620742797852,86.71113586425781,-68.06462860107422,-81.54351043701172,-62.09562683105469,87.92845153808594,2.8429720401763916,30.54837989807129,77.56639862060547,-78.78431701660156,131.639404296875,1
-38.46575927734375,-76.64939880371094,-146.81431579589844,-87.94544219970703,5.719409465789795,87.81897735595703,-68.99518585205078,-81.23832702636719,-60.181705474853516,87.19090270996094,2.7800686359405518,31.728919982910156,76.71490478515625,-78.84295654296875,133.7491455078125,1
-38.866973876953125,-76.70124816894531,-145.9095916748047,-86.43693542480469,5.243038654327393,87.86570739746094,-69.80199432373047,-81.32180786132812,-58.98650360107422,87.40880584716797,1.7013256549835205,32.537742614746094,76.16646575927734,-78.93041229248047,134.63890075683594,1
-39.029747009277344,-76.73713684082031,-145.49009704589844,-86.20024108886719,5.056725978851318,87.96437072753906,-70.0704574584961,-81.34356689453125,-58.4789924621582,88.7114028930664,1.7335803508758545,32.652793884277344,75.8387222290039,-78.96975708007812,135.09478759765625,1
-40.453582763671875,-78.10379028320312,-137.19691467285156,-87.62950134277344,5.637368679046631,93.53338623046875,-78.41244506835938,-82.50411987304688,-43.956565856933594,91.88878631591797,3.7438738346099854,39.50998306274414,76.75129699707031,-79.13152313232422,140.6114501953125,1
-40.02154541015625,-78.1896743774414,-137.0962371826172,-88.46240997314453,5.87009334564209,93.90987396240234,-77.39924621582031,-82.89300537109375,-43.9150276184082,90.48482513427734,2.924633502960205,39.4147834777832,76.524169921875,-78.801025390625,141.3821563720703,1
