1_x_1,1_x_0,1_x_3,1_x_2,1_x_5,1_x_4
1.838180542,180.6157262,194.4839706,180.7059901,315.3781738,230.7923203
2.430343628,180.6016512,194.284523,180.504236,317.7295227,231.7267342
1.991226196,180.5101609,190.9416819,180.1330485,317.0570526,234.4221077
1.853973389,180.4959562,190.3568249,180.0490588,316.5489502,233.2395744
1.216491699,180.4767156,189.9809942,179.8092623,315.9878998,228.7617531
0.814849854,180.4857783,189.9450827,179.6618618,316.0362549,226.7505112
0.211105347,180.5474999,189.1755171,179.3526693,315.8544006,226.1734657
-0.244537354,180.6327784,187.4315796,179.0030173,315.8668671,226.6169624
357.1318817,180.9038317,185.1957183,178.4420069,317.3846588,225.4385834
356.1916504,180.8384657,185.3177094,178.322486,318.0661163,225.7061005
355.2702179,180.8479793,184.545269,178.1360683,318.4078674,226.2540398
354.6050873,180.8434968,183.6126599,178.0880218,318.555954,226.1980591
352.3890228,180.5841706,181.8276162,178.2047472,319.1007538,225.9559174
350.1164703,180.2775948,180.6619518,178.4738285,319.9018097,226.2452316
347.1957703,180.8487923,165.6452084,178.8593707,315.783844,227.2954865
348.8703918,180.3170376,166.3851385,179.8314664,313.6413116,232.3715973
349.004364,180.7667189,168.7245951,180.2982905,320.5598297,241.2561531
356.0770569,182.6952176,176.0909276,179.9084553,324.5573273,240.6145668
356.7345123,182.7909641,177.9055529,180.0144429,324.6536865,233.6213303
356.1998901,182.8336201,179.7639962,180.0263679,324.9496765,226.6651917
343.9862061,180.6384931,198.037859,179.1310838,318.4799652,226.1141586
342.3661346,179.0470135,206.1211357,178.881367,318.4174347,233.6076775
347.3183289,178.3575171,202.4174919,179.2317724,320.4458008,238.5548401
346.728363,178.7771825,201.6206455,179.3304585,323.227066,242.0770798
350.1783142,179.9725145,196.1240158,179.5073038,326.5666046,238.1778488
6.700134277,180.3383815,170.2996006,179.1661292,333.4866791,221.1813126
7.074874878,180.4824946,167.1393747,179.4454882,332.0670013,221.5194702
7.260650635,180.5920298,165.4798174,179.4714211,332.0841217,221.6975708
11.2648468,181.1239219,160.2018204,180.3749542,332.6539154,223.3493614
1.535903931,180.2087688,170.1968594,180.3815553,328.1478729,227.7660522
353.3954926,179.8085103,174.6232202,180.4207041,322.9116669,228.682476
349.5552979,178.9030263,177.4190772,180.1077249,319.8130493,231.6566544
352.1384583,178.864413,191.9004431,178.732607,323.1543884,229.2764969
356.4463501,179.3089248,194.8483295,178.7084439,325.1733246,228.2402191
349.6146545,179.2738,197.9063873,179.1091957,327.6510925,227.7781487
-1.39491272,179.2981711,201.163641,179.3501769,327.9154358,226.5717506
-1.051528931,179.6406394,200.84342,179.133115,328.6928558,226.3841972
357.2405243,180.7503877,197.2141132,178.3281432,328.0234833,225.900383
351.4481049,181.1180155,191.8680964,178.1749263,327.6035156,225.1205559
350.6003418,181.1515656,190.4012556,178.2444009,327.2120514,226.0501938
352.4251862,181.0678055,185.5608778,178.450165,325.2139282,228.1998634
344.0965271,180.4011993,174.8368011,179.9488263,326.0820465,232.3160248
338.9588318,179.8701838,167.3959227,179.832653,329.2776642,229.9027405
337.993515,179.4010296,163.1478624,179.4738618,331.5110168,230.2259674
339.9945679,179.0613424,159.5750542,179.3690106,332.7626038,223.1092148
343.4064026,177.4661075,162.6474981,178.6161024,325.8117218,218.9748535
353.6964111,178.4244618,172.2699609,179.386134,324.4481201,225.6751671
353.8971558,178.2971082,172.886826,179.4026891,324.4188538,226.257164
353.5858154,178.2327346,174.1467056,179.6070273,324.27388,227.4246597
355.1663971,178.8430279,178.1446981,181.4048727,323.498291,229.3258362
355.6025238,179.2413189,180.5608554,182.4842882,324.9898834,230.0887146
351.7532196,179.4554347,188.9420042,184.1844068,327.8629456,240.3019638
341.6809235,179.1411531,188.2202139,185.6985259,324.8024292,245.8255692
342.5750732,178.0834169,182.5936618,184.3910618,320.3793182,240.5174217
