1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,good_or_bad
39.3807563800293,-38.303646087646484,-146.710205078125,56.80354310214844,-47.18182373046875,-47.49001693725586,82.45332333125,-75.98300170898438,124.0131607055664,53.223175040624994,-67.09222412109375,-168.73046875,4.241089820617676,-58.045196533203125,64.60237121582031,1
39.3408164996582,-39.49845886230469,-144.894287109375,51.12442017734375,-51.60816955566406,-42.003074645996094,97.27312084711915,-73.42882537841797,111.03894805908203,55.280303946874994,-66.49931335449219,-168.78025817871094,4.633449554199219,-57.378028869628906,66.75929260253906,1
40.17852020449219,-38.80857467651367,-140.72512817382812,43.28487397373047,-54.424896240234375,-32.412105560302734,103.42530819453125,-70.30891418457031,109.14940643310547,64.7846755899414,-66.20146179199219,-174.6831817626953,1.968594550842285,-55.905155181884766,72.4533920288086,1
40.5369834918457,-38.73161315917969,-140.2984161376953,43.323234569433595,-55.1971435546875,-31.62450408935547,105.53761288203125,-69.28721618652344,107.51359558105469,67.21205901279296,-66.36553192138672,-175.07781982421875,1.6704473493041991,-55.64433670043945,73.24380493164062,1
41.1026573199707,-38.55158615112305,-139.40570068359375,38.67665101230469,-56.053077697753906,-29.241741180419922,107.69195553339844,-68.49993896484375,107.31575012207031,71.78061675205078,-67.61180114746094,-174.5184783935547,1.5555958745422362,-55.33589172363281,74.3368148803711,1
41.09489059633789,-38.970947265625,-137.80445861816406,38.85700226962891,-56.57097244262695,-27.77777099609375,107.34624096430665,-68.05833435058594,108.99335479736328,62.387855521582026,-67.04833984375,-166.17613220214844,-0.07163095498657235,-55.66004180908203,77.21102905273438,1
40.90245437807617,-38.95729446411133,-137.45628356933594,39.2242126578125,-56.501163482666016,-27.892658233642578,106.97507092036133,-67.89128112792969,109.64382934570312,61.45202635898437,-66.93578338623047,-164.83995056152344,-0.2586321833190919,-55.795143127441406,77.64404296875,1
40.672740938134766,-38.93470001220703,-137.05471801757812,39.71810151279297,-56.44631576538086,-28.142183303833008,105.92425915278321,-68.14088439941406,111.00362396240234,60.90521239414062,-66.76507568359375,-163.62086486816406,-0.2823810579833985,-55.8411865234375,77.9756088256836,1
39.12385559267578,-38.55658721923828,-133.34161376953125,42.31785584628906,-55.75462341308594,-28.587230682373047,98.39849850214844,-69.9455795288086,121.25658416748047,62.0903396524414,-68.07867431640625,-161.8575439453125,0.3646378514709472,-57.38970184326172,80.33985137939453,1
38.723121644921875,-38.471839904785156,-132.28099060058594,43.190177928808595,-55.51439666748047,-28.604150772094727,98.80583950556641,-70.87342834472656,121.51538848876953,60.310279837988276,-67.673583984375,-160.3892822265625,2.424886226409912,-56.84303665161133,79.3623046875,1
38.68989944643555,-38.53109359741211,-130.892822265625,44.151489269140626,-54.79716110229492,-29.16278076171875,95.52027508295899,-72.92613220214844,125.76943969726562,59.41796111240234,-67.68114471435547,-158.40199279785156,3.634388923400879,-57.053043365478516,79.490478515625,1
40.48537826723633,-37.91421127319336,-129.421630859375,52.53763581455078,-47.590599060058594,-29.93058967590332,85.19618603266602,-75.2681655883789,139.8831024169922,59.07550048007812,-68.2302474975586,-155.92196655273438,4.190430640930176,-57.36959457397461,82.07391357421875,1
41.653724672265625,-37.64512252807617,-123.25248718261719,42.94617463291016,-52.70576477050781,-13.852931022644043,111.32969280756836,-65.26583099365234,119.60091400146484,65.70829772128906,-66.3733901977539,-159.7790069580078,3.4083967206420898,-55.735023498535156,89.94185638427734,1
42.13787460512695,-37.65339279174805,-121.79454040527344,44.920532237890626,-51.389793395996094,-14.331464767456055,106.35259243525391,-69.11995697021484,127.38803100585938,71.35907744541015,-67.03462219238281,-163.44580078125,3.12896442388916,-56.10166549682617,91.5972671508789,1
43.75417709536133,-37.01739501953125,-119.48986053466797,40.50366975009766,-53.133663177490234,-8.921443939208984,111.5896873144043,-66.3133544921875,124.49967956542969,79.28574370517578,-68.292236328125,-164.25088500976562,2.3764839169921874,-54.90894317626953,95.00704193115234,1
43.90604019350586,-36.94554901123047,-119.12945556640625,40.50028992832031,-53.443843841552734,-8.730508804321289,110.02587887324219,-67.66832733154297,126.83547973632812,79.70078276767578,-68.4061508178711,-163.0807342529297,2.3862543103637694,-54.629852294921875,95.45941162109375,1
44.092445375390625,-36.960723876953125,-118.81625366210938,39.992362987402345,-53.80794906616211,-8.457160949707031,110.82002636469727,-67.43614196777344,126.53048706054688,79.40337371005859,-68.49724578857422,-161.47105407714844,2.113458633178711,-54.42835235595703,96.17606353759766,1
44.22977829165039,-37.2016487121582,-117.0182876586914,35.0245056265625,-55.69033432006836,-4.297418117523193,110.96091839350586,-67.07151794433594,128.4425048828125,69.40698241367187,-68.47359466552734,-148.1552734375,1.0404157636108398,-54.638954162597656,98.95327758789062,1
43.57450485415039,-37.475990295410156,-115.2362060546875,34.934021007421876,-56.823421478271484,-2.6006128787994385,109.82424160517579,-67.46106719970703,131.0274200439453,62.85408019199218,-67.17892456054688,-140.3446807861328,0.5045599934997558,-54.747711181640625,101.25460815429688,1
43.03569412416992,-37.68326187133789,-113.74480438232422,34.13211823642578,-57.10491180419922,-1.1496787071228027,108.64233013666993,-67.69609069824219,133.40634155273438,58.8829421915039,-66.42719268798828,-136.10963439941406,-0.006260872131347739,-55.01863098144531,102.92866516113281,1
42.4597129840332,-37.823692321777344,-112.18038177490234,33.670219432714845,-57.21049880981445,0.26177912950515747,107.50582882441407,-67.38834381103516,135.99935913085938,55.97798155917968,-65.69400024414062,-132.21119689941406,-1.039391994720459,-55.31129455566406,105.3272933959961,1
42.20086670107422,-37.87105178833008,-111.38955688476562,33.80360413730469,-57.239009857177734,0.8279045224189758,106.70499035395508,-67.3642807006836,137.5718231201172,55.282928458593744,-65.3838119506836,-130.59754943847656,-1.5206365587768556,-55.41700744628906,106.60477447509766,1
41.771244050927734,-37.94046401977539,-109.76258850097656,34.73639680087891,-57.39679718017578,1.6433568000793457,105.20976635493165,-67.28247833251953,140.67181396484375,54.37187194003906,-64.93242645263672,-127.62939453125,-2.3148145678100587,-55.66714859008789,108.99061584472656,1
41.47169494814453,-38.03516387939453,-108.04146575927734,35.79067231357422,-57.532283782958984,2.225177764892578,103.63604351557618,-67.29769897460938,143.77139282226562,53.64173888339843,-64.4756851196289,-125.15239715576172,-2.5663983824310304,-55.89723205566406,111.00935363769531,1
